Line,LineType,FromBus,ToBus,Reactance,FlowLimitForw,FlowLimitBack,FOR
Aus_1.To.Ger_222,AC,Aus_1,Ger_222,772218933177,1053,1053,0.003
Aus_1.To.Aus_28,AC,Aus_1,Aus_28,3475,1053,1053,0.003
Aus_2.To.Aus_30,AC,Aus_2,Aus_30,4117,1053,1053,0.003
Aus_2.To.Ger_106,AC,Aus_2,Ger_106,3237,1053,1053,0.003
Aus_2.To.Ger_141,AC,Aus_2,Ger_141,203,1053,1053,0.003
Aus_3.To.Aus_1,AC,Aus_3,Aus_1,1792,1053,1053,0.003
Aus_3.To.Aus_16,AC,Aus_3,Aus_16,6754,1053,1053,0.003
Aus_3.To.Aus_17,AC,Aus_3,Aus_17,3022,1053,1053,0.003
Aus_3.To.Aus_23,AC,Aus_3,Aus_23,1603,1053,1053,0.003
Aus_3.To.Swi_4,AC,Aus_3,Swi_4,1176,1053,1053,0.003
Aus_3.To.Ger_10,AC,Aus_3,Ger_10,1829,1053,1053,0.003
Aus_3.To.Ger_11,AC,Aus_3,Ger_11,1299,1053,1053,0.003
Aus_4.To.Aus_24,AC,Aus_4,Aus_24,5001,1053,1053,0.003
Aus_4.To.Aus_32,AC,Aus_4,Aus_32,1261,1053,1053,0.003
Aus_5.To.Aus_2,AC,Aus_5,Aus_2,2469,1053,1053,0.003
Aus_5.To.Aus_34,AC,Aus_5,Aus_34,2118,1053,1053,0.003
Aus_6.To.Aus_11,AC,Aus_6,Aus_11,7008,1053,1053,0.003
Aus_6.To.Aus_32,AC,Aus_6,Aus_32,3454,1053,1053,0.003
Aus_7.To.Aus_2,AC,Aus_7,Aus_2,1925,1053,1053,0.003
Aus_9.To.Aus_8,AC,Aus_9,Aus_8,2018,1053,1053,0.003
Aus_9.To.Aus_11,AC,Aus_9,Aus_11,4024,1053,1053,0.003
Aus_10.To.Aus_32,AC,Aus_10,Aus_32,1795,1053,1053,0.003
Aus_12.To.Aus_11,AC,Aus_12,Aus_11,1782,1053,1053,0.003
Aus_12.To.Aus_22,AC,Aus_12,Aus_22,4007,1053,1053,0.003
Aus_13.To.Aus_7,AC,Aus_13,Aus_7,5314,1053,1053,0.003
Aus_13.To.Aus_9,AC,Aus_13,Aus_9,8739,1053,1053,0.003
Aus_13.To.Aus_25,AC,Aus_13,Aus_25,1601,1053,1053,0.003
Aus_14.To.Aus_16,AC,Aus_14,Aus_16,1721,1053,1053,0.003
Aus_14.To.Aus_17,AC,Aus_14,Aus_17,1405,1053,1053,0.003
Aus_15.To.Aus_4,AC,Aus_15,Aus_4,2017,1053,1053,0.003
Aus_16.To.Aus_13,AC,Aus_16,Aus_13,1596,1053,1053,0.003
Aus_18.To.Aus_10,AC,Aus_18,Aus_10,126,1053,1053,0.003
Aus_18.To.Aus_26,AC,Aus_18,Aus_26,1897,1053,1053,0.003
Aus_18.To.Slv_1,AC,Aus_18,Slv_1,1049,1053,1053,0.003
Aus_19.To.Aus_16,AC,Aus_19,Aus_16,1338,1053,1053,0.003
Aus_20.To.Aus_1,AC,Aus_20,Aus_1,508,1053,1053,0.003
Aus_20.To.Swi_46,AC,Aus_20,Swi_46,327,1053,1053,0.003
Aus_25.To.Aus_21,AC,Aus_25,Aus_21,4621,1053,1053,0.003
Aus_25.To.Aus_27,AC,Aus_25,Aus_27,8239,1053,1053,0.003
Aus_25.To.Ita_36,AC,Aus_25,Ita_36,11983,1053,1053,0.003
Aus_26.To.Aus_22,AC,Aus_26,Aus_22,199,1053,1053,0.003
Aus_26.To.Aus_29,AC,Aus_26,Aus_29,215,1053,1053,0.003
Aus_27.To.Aus_29,AC,Aus_27,Aus_29,1817,1053,1053,0.003
Aus_31.To.Hun_6,AC,Aus_31,Hun_6,587,1053,1053,0.003
Aus_32.To.Aus_31,AC,Aus_32,Aus_31,2746,1053,1053,0.003
Aus_32.To.Hun_6,AC,Aus_32,Hun_6,2705,1053,1053,0.003
Aus_35.To.Aus_4,AC,Aus_35,Aus_4,8666,1053,1053,0.003
Aus_35.To.Aus_33,AC,Aus_35,Aus_33,2438,1053,1053,0.003
Aus_36.To.Aus_2,AC,Aus_36,Aus_2,2484,1053,1053,0.003
Aus_36.To.Aus_5,AC,Aus_36,Aus_5,2973,1053,1053,0.003
Aus_36.To.Aus_8,AC,Aus_36,Aus_8,2557,1053,1053,0.003
Aus_36.To.Aus_24,AC,Aus_36,Aus_24,2812,1053,1053,0.003
Aus_36.To.Aus_33,AC,Aus_36,Aus_33,1477,1053,1053,0.003
Bel_1.To.Bel_13,AC,Bel_1,Bel_13,747,1945,1945,0.003
Bel_2.To.Bel_1,AC,Bel_2,Bel_1,1076,1945,1945,0.003
Bel_2.To.Fra_43,AC,Bel_2,Fra_43,1751,1945,1945,0.003
Bel_3.To.Bel_17,AC,Bel_3,Bel_17,885,1945,1945,0.003
Bel_3.To.Fra_8,AC,Bel_3,Fra_8,5988,1945,1945,0.003
Bel_3.To.Lux_3,AC,Bel_3,Lux_3,179,1945,1945,0.003
Bel_4.To.Bel_6,AC,Bel_4,Bel_6,162,1945,1945,0.003
Bel_4.To.Bel_20,AC,Bel_4,Bel_20,1562,1945,1945,0.003
Bel_5.To.Fra_43,AC,Bel_5,Fra_43,2699,1945,1945,0.003
Bel_6.To.Bel_1,AC,Bel_6,Bel_1,3974,1945,1945,0.003
Bel_6.To.Net_5,AC,Bel_6,Net_5,3743,1945,1945,0.003
Bel_8.To.Bel_11,AC,Bel_8,Bel_11,713,1945,1945,0.003
Bel_8.To.Bel_16,AC,Bel_8,Bel_16,655,1945,1945,0.003
Bel_9.To.Bel_12,AC,Bel_9,Bel_12,3154,1945,1945,0.003
Bel_10.To.Bel_18,AC,Bel_10,Bel_18,998,1945,1945,0.003
Bel_10.To.Fra_284,AC,Bel_10,Fra_284,1865,1945,1945,0.003
Bel_14.To.Bel_11,AC,Bel_14,Bel_11,738,1945,1945,0.003
Bel_14.To.Bel_13,AC,Bel_14,Bel_13,581,1945,1945,0.003
Bel_15.To.Bel_1,AC,Bel_15,Bel_1,2322,1945,1945,0.003
Bel_15.To.Bel_17,AC,Bel_15,Bel_17,793,1945,1945,0.003
Bel_16.To.Bel_7,AC,Bel_16,Bel_7,52,1945,1945,0.003
Bel_16.To.Bel_21,AC,Bel_16,Bel_21,837,1945,1945,0.003
Bel_17.To.Bel_12,AC,Bel_17,Bel_12,2688,1945,1945,0.003
Bel_18.To.Bel_21,AC,Bel_18,Bel_21,666,1945,1945,0.003
Bel_19.To.Bel_16,AC,Bel_19,Bel_16,434,1945,1945,0.003
Bel_19.To.Bel_20,AC,Bel_19,Bel_20,1083,1945,1945,0.003
Bel_22.To.Bel_9,AC,Bel_22,Bel_9,1731,1945,1945,0.003
Bel_23.To.Bel_16,AC,Bel_23,Bel_16,753,1945,1945,0.003
Bel_24.To.Bel_10,AC,Bel_24,Bel_10,547,1945,1945,0.003
Swi_1.To.Swi_47,AC,Swi_1,Swi_47,462,1053,1053,0.003
Swi_3.To.Swi_1,AC,Swi_3,Swi_1,439,1053,1053,0.003
Swi_3.To.Swi_9,AC,Swi_3,Swi_9,3277,1053,1053,0.003
Swi_3.To.Swi_11,AC,Swi_3,Swi_11,807,1053,1053,0.003
Swi_3.To.Swi_13,AC,Swi_3,Swi_13,6442,1053,1053,0.003
Swi_3.To.Swi_14,AC,Swi_3,Swi_14,1224,1053,1053,0.003
Swi_3.To.Ger_7,AC,Swi_3,Ger_7,877,1053,1053,0.003
Swi_3.To.Ger_9,AC,Swi_3,Ger_9,283,1053,1053,0.003
Swi_3.To.Ger_14,AC,Swi_3,Ger_14,3527,1053,1053,0.003
Swi_5.To.Swi_40,AC,Swi_5,Swi_40,568872286541,1053,1053,0.003
Swi_5.To.Swi_31,AC,Swi_5,Swi_31,283,1053,1053,0.003
Swi_5.To.Swi_38,AC,Swi_5,Swi_38,2437,1053,1053,0.003
Swi_5.To.Swi_43,AC,Swi_5,Swi_43,1311,1053,1053,0.003
Swi_5.To.Ita_133,AC,Swi_5,Ita_133,3946,1053,1053,0.003
Swi_6.To.Swi_30,AC,Swi_6,Swi_30,2303,1053,1053,0.003
Swi_7.To.Swi_37,AC,Swi_7,Swi_37,2727,1053,1053,0.003
Swi_7.To.Swi_46,AC,Swi_7,Swi_46,2572,1053,1053,0.003
Swi_9.To.Swi_10,AC,Swi_9,Swi_10,1627,1053,1053,0.003
Swi_12.To.Swi_8,AC,Swi_12,Swi_8,612322538436,1053,1053,0.003
Swi_13.To.Swi_11,AC,Swi_13,Swi_11,636,1053,1053,0.003
Swi_13.To.Swi_12,AC,Swi_13,Swi_12,754,1053,1053,0.003
Swi_14.To.Swi_2,AC,Swi_14,Swi_2,1326,1053,1053,0.003
Swi_14.To.Swi_10,AC,Swi_14,Swi_10,146,1053,1053,0.003
Swi_14.To.Swi_13,AC,Swi_14,Swi_13,7662,1053,1053,0.003
Swi_15.To.Swi_2,AC,Swi_15,Swi_2,75,1053,1053,0.003
Swi_15.To.Swi_9,AC,Swi_15,Swi_9,3762,1053,1053,0.003
Swi_16.To.Swi_37,AC,Swi_16,Swi_37,700215219665,1053,1053,0.003
Swi_16.To.Swi_9,AC,Swi_16,Swi_9,2471,1053,1053,0.003
Swi_16.To.Swi_13,AC,Swi_16,Swi_13,2759,1053,1053,0.003
Swi_16.To.Swi_44,AC,Swi_16,Swi_44,1758,1053,1053,0.003
Swi_16.To.Ger_14,AC,Swi_16,Ger_14,1015,1053,1053,0.003
Swi_17.To.Swi_8,AC,Swi_17,Swi_8,227,1053,1053,0.003
Swi_18.To.Swi_46,AC,Swi_18,Swi_46,710576316672,1053,1053,0.003
Swi_19.To.Swi_13,AC,Swi_19,Swi_13,599737390579,1053,1053,0.003
Swi_20.To.Swi_8,AC,Swi_20,Swi_8,1083,1053,1053,0.003
Swi_20.To.Swi_18,AC,Swi_20,Swi_18,716,1053,1053,0.003
Swi_21.To.Swi_4,AC,Swi_21,Swi_4,895,1053,1053,0.003
Swi_21.To.Swi_22,AC,Swi_21,Swi_22,1116,1053,1053,0.003
Swi_22.To.Swi_8,AC,Swi_22,Swi_8,1907,1053,1053,0.003
Swi_22.To.Swi_18,AC,Swi_22,Swi_18,739,1053,1053,0.003
Swi_22.To.Swi_29,AC,Swi_22,Swi_29,1072,1053,1053,0.003
Swi_23.To.Swi_13,AC,Swi_23,Swi_13,3554,1053,1053,0.003
Swi_23.To.Swi_14,AC,Swi_23,Swi_14,3982,1053,1053,0.003
Swi_24.To.Swi_20,AC,Swi_24,Swi_20,1457,1053,1053,0.003
Swi_25.To.Swi_23,AC,Swi_25,Swi_23,3622,1053,1053,0.003
Swi_27.To.Swi_15,AC,Swi_27,Swi_15,2774,1053,1053,0.003
Swi_28.To.Swi_19,AC,Swi_28,Swi_19,1478,1053,1053,0.003
Swi_28.To.Swi_23,AC,Swi_28,Swi_23,2967,1053,1053,0.003
Swi_31.To.Swi_15,AC,Swi_31,Swi_15,3078,1053,1053,0.003
Swi_32.To.Swi_19,AC,Swi_32,Swi_19,1926,1053,1053,0.003
Swi_32.To.Swi_28,AC,Swi_32,Swi_28,988,1053,1053,0.003
Swi_32.To.Swi_34,AC,Swi_32,Swi_34,2016,1053,1053,0.003
Swi_32.To.Swi_36,AC,Swi_32,Swi_36,3274,1053,1053,0.003
Swi_33.To.Swi_30,AC,Swi_33,Swi_30,877105157401,1053,1053,0.003
Swi_33.To.Swi_40,AC,Swi_33,Swi_40,395058518902,1053,1053,0.003
Swi_34.To.Ita_13,AC,Swi_34,Ita_13,2102,1053,1053,0.003
Swi_34.To.Swi_22,AC,Swi_34,Swi_22,2749,1053,1053,0.003
Swi_34.To.Swi_26,AC,Swi_34,Swi_26,3642,1053,1053,0.003
Swi_34.To.Swi_39,AC,Swi_34,Swi_39,1497,1053,1053,0.003
Swi_35.To.Swi_23,AC,Swi_35,Swi_23,4011,1053,1053,0.003
Swi_35.To.Swi_28,AC,Swi_35,Swi_28,3144,1053,1053,0.003
Swi_35.To.Swi_41,AC,Swi_35,Swi_41,1722,1053,1053,0.003
Swi_35.To.Ita_85,AC,Swi_35,Ita_85,648,1053,1053,0.003
Swi_36.To.Swi_35,AC,Swi_36,Swi_35,3389,1053,1053,0.003
Swi_37.To.Swi_8,AC,Swi_37,Swi_8,447793874627,1053,1053,0.003
Swi_37.To.Swi_44,AC,Swi_37,Swi_44,1651,1053,1053,0.003
Swi_37.To.Swi_46,AC,Swi_37,Swi_46,1595,1053,1053,0.003
Swi_38.To.Swi_41,AC,Swi_38,Swi_41,99731382716,1053,1053,0.003
Swi_38.To.Swi_14,AC,Swi_38,Swi_14,1759,1053,1053,0.003
Swi_39.To.Ita_103,AC,Swi_39,Ita_103,8,1053,1053,0.003
Swi_40.To.Swi_27,AC,Swi_40,Swi_27,1687,1053,1053,0.003
Swi_42.To.Swi_34,AC,Swi_42,Swi_34,2127,1053,1053,0.003
Swi_42.To.Swi_36,AC,Swi_42,Swi_36,241,1053,1053,0.003
Swi_45.To.Swi_47,AC,Swi_45,Swi_47,557,1053,1053,0.003
Cze_1.To.Cze_30,AC,Cze_1,Cze_30,15855,821,821,0.003
Cze_3.To.Cze_7,AC,Cze_3,Cze_7,425247813411,821,821,0.003
Cze_4.To.Cze_15,AC,Cze_4,Cze_15,4905,821,821,0.003
Cze_4.To.Pol_95,AC,Cze_4,Pol_95,5462,821,821,0.003
Cze_5.To.Cze_2,AC,Cze_5,Cze_2,5626,821,821,0.003
Cze_5.To.Cze_15,AC,Cze_5,Cze_15,4179,821,821,0.003
Cze_5.To.Cze_23,AC,Cze_5,Cze_23,1894,821,821,0.003
Cze_5.To.Cze_29,AC,Cze_5,Cze_29,4302,821,821,0.003
Cze_6.To.Cze_15,AC,Cze_6,Cze_15,4062,821,821,0.003
Cze_6.To.Cze_31,AC,Cze_6,Cze_31,4391,821,821,0.003
Cze_6.To.Cze_32,AC,Cze_6,Cze_32,494,821,821,0.003
Cze_6.To.Slk_23,AC,Cze_6,Slk_23,2625,821,821,0.003
Cze_7.To.Cze_34,AC,Cze_7,Cze_34,202485013866,821,821,0.003
Cze_7.To.Cze_13,AC,Cze_7,Cze_13,3132,821,821,0.003
Cze_7.To.Cze_14,AC,Cze_7,Cze_14,3418,821,821,0.003
Cze_7.To.Cze_16,AC,Cze_7,Cze_16,10639,821,821,0.003
Cze_7.To.Cze_18,AC,Cze_7,Cze_18,2359,821,821,0.003
Cze_7.To.Cze_22,AC,Cze_7,Cze_22,3273,821,821,0.003
Cze_7.To.Cze_33,AC,Cze_7,Cze_33,3717,821,821,0.003
Cze_7.To.Ger_31,AC,Cze_7,Ger_31,1672,821,821,0.003
Cze_8.To.Cze_9,AC,Cze_8,Cze_9,9266,821,821,0.003
Cze_8.To.Cze_25,AC,Cze_8,Cze_25,19464,821,821,0.003
Cze_9.To.Cze_34,AC,Cze_9,Cze_34,31929223307,821,821,0.003
Cze_9.To.Cze_1,AC,Cze_9,Cze_1,7776,821,821,0.003
Cze_9.To.Cze_2,AC,Cze_9,Cze_2,1786,821,821,0.003
Cze_9.To.Cze_10,AC,Cze_9,Cze_10,4011,821,821,0.003
Cze_9.To.Cze_11,AC,Cze_9,Cze_11,2761,821,821,0.003
Cze_9.To.Cze_21,AC,Cze_9,Cze_21,11426,821,821,0.003
Cze_11.To.Cze_14,AC,Cze_11,Cze_14,484,821,821,0.003
Cze_11.To.Cze_27,AC,Cze_11,Cze_27,1979,821,821,0.003
Cze_12.To.Cze_1,AC,Cze_12,Cze_1,4042,821,821,0.003
Cze_12.To.Cze_34,AC,Cze_12,Cze_34,2474,821,821,0.003
Cze_13.To.Cze_22,AC,Cze_13,Cze_22,5323,821,821,0.003
Cze_15.To.Cze_14,AC,Cze_15,Cze_14,13848,821,821,0.003
Cze_15.To.Cze_19,AC,Cze_15,Cze_19,1048,821,821,0.003
Cze_17.To.Cze_16,AC,Cze_17,Cze_16,3059,821,821,0.003
Cze_21.To.Cze_20,AC,Cze_21,Cze_20,29,821,821,0.003
Cze_22.To.Cze_18,AC,Cze_22,Cze_18,1045,821,821,0.003
Cze_22.To.Cze_21,AC,Cze_22,Cze_21,8686,821,821,0.003
Cze_24.To.Cze_21,AC,Cze_24,Cze_21,9024,821,821,0.003
Cze_25.To.Aus_4,AC,Cze_25,Aus_4,5998,821,821,0.003
Cze_25.To.Cze_15,AC,Cze_25,Cze_15,4753,821,821,0.003
Cze_25.To.Cze_17,AC,Cze_25,Cze_17,252,821,821,0.003
Cze_25.To.Cze_19,AC,Cze_25,Cze_19,3207,821,821,0.003
Cze_25.To.Cze_24,AC,Cze_25,Cze_24,24956,821,821,0.003
Cze_25.To.Cze_26,AC,Cze_25,Cze_26,1035,821,821,0.003
Cze_26.To.Aus_24,AC,Cze_26,Aus_24,3876,821,821,0.003
Cze_26.To.Cze_17,AC,Cze_26,Cze_17,1903,821,821,0.003
Cze_27.To.Cze_28,AC,Cze_27,Cze_28,11963698602,821,821,0.003
Cze_27.To.Cze_22,AC,Cze_27,Cze_22,451,821,821,0.003
Cze_28.To.Cze_26,AC,Cze_28,Cze_26,7011,821,821,0.003
Cze_29.To.Cze_1,AC,Cze_29,Cze_1,221,821,821,0.003
Cze_30.To.Cze_34,AC,Cze_30,Cze_34,3441,821,821,0.003
Cze_32.To.Pol_91,AC,Cze_32,Pol_91,1198,821,821,0.003
Ger_2.To.Ger_99,AC,Ger_2,Ger_99,586,1149,1149,0.003
Ger_3.To.Ger_141,AC,Ger_3,Ger_141,2237,1149,1149,0.003
Ger_4.To.Ger_137,AC,Ger_4,Ger_137,2024,1149,1149,0.003
Ger_4.To.Ger_144,AC,Ger_4,Ger_144,459,1149,1149,0.003
Ger_4.To.Ger_150,AC,Ger_4,Ger_150,186,1149,1149,0.003
Ger_5.To.Ger_4,AC,Ger_5,Ger_4,1313,1149,1149,0.003
Ger_5.To.Ger_162,AC,Ger_5,Ger_162,45,1149,1149,0.003
Ger_5.To.Net_6,AC,Ger_5,Net_6,2576,1149,1149,0.003
Ger_7.To.Ger_6,AC,Ger_7,Ger_6,4123,1149,1149,0.003
Ger_7.To.Ger_226,AC,Ger_7,Ger_226,1288,1149,1149,0.003
Ger_8.To.Ger_217,AC,Ger_8,Ger_217,759,1149,1149,0.003
Ger_8.To.Net_4,AC,Ger_8,Net_4,1326,1149,1149,0.003
Ger_9.To.Swi_1,AC,Ger_9,Swi_1,734,1149,1149,0.003
Ger_9.To.Ger_6,AC,Ger_9,Ger_6,1009,1149,1149,0.003
Ger_14.To.Ger_227,AC,Ger_14,Ger_227,2441,1149,1149,0.003
Ger_14.To.Ger_229,AC,Ger_14,Ger_229,4774,1149,1149,0.003
Ger_16.To.Ger_38,AC,Ger_16,Ger_38,1449,1149,1149,0.003
Ger_17.To.Ger_26,AC,Ger_17,Ger_26,1772,1149,1149,0.003
Ger_17.To.Ger_28,AC,Ger_17,Ger_28,6327,1149,1149,0.003
Ger_17.To.Ger_45,AC,Ger_17,Ger_45,1247,1149,1149,0.003
Ger_18.To.Ger_25,AC,Ger_18,Ger_25,611,1149,1149,0.003
Ger_19.To.Ger_17,AC,Ger_19,Ger_17,49,1149,1149,0.003
Ger_19.To.Ger_28,AC,Ger_19,Ger_28,315,1149,1149,0.003
Ger_25.To.Ger_21,AC,Ger_25,Ger_21,1377,1149,1149,0.003
Ger_25.To.Ger_42,AC,Ger_25,Ger_42,6543,1149,1149,0.003
Ger_28.To.Ger_42,AC,Ger_28,Ger_42,893,1149,1149,0.003
Ger_29.To.Ger_25,AC,Ger_29,Ger_25,1719,1149,1149,0.003
Ger_29.To.Ger_42,AC,Ger_29,Ger_42,4114,1149,1149,0.003
Ger_30.To.Ger_37,AC,Ger_30,Ger_37,573,1149,1149,0.003
Ger_30.To.Ger_212,AC,Ger_30,Ger_212,706,1149,1149,0.003
Ger_31.To.Ger_20,AC,Ger_31,Ger_20,1818,1149,1149,0.003
Ger_31.To.Ger_35,AC,Ger_31,Ger_35,148,1149,1149,0.003
Ger_31.To.Ger_40,AC,Ger_31,Ger_40,1898,1149,1149,0.003
Ger_31.To.Ger_41,AC,Ger_31,Ger_41,679,1149,1149,0.003
Ger_31.To.Ger_47,AC,Ger_31,Ger_47,2262,1149,1149,0.003
Ger_32.To.Ger_36,AC,Ger_32,Ger_36,2777,1149,1149,0.003
Ger_32.To.Ger_47,AC,Ger_32,Ger_47,734,1149,1149,0.003
Ger_33.To.Ger_20,AC,Ger_33,Ger_20,3555,1149,1149,0.003
Ger_33.To.Ger_44,AC,Ger_33,Ger_44,2222,1149,1149,0.003
Ger_34.To.Ger_24,AC,Ger_34,Ger_24,1084,1149,1149,0.003
Ger_36.To.Ger_43,AC,Ger_36,Ger_43,1437,1149,1149,0.003
Ger_37.To.Ger_24,AC,Ger_37,Ger_24,964,1149,1149,0.003
Ger_37.To.Ger_43,AC,Ger_37,Ger_43,782,1149,1149,0.003
Ger_39.To.Ger_29,AC,Ger_39,Ger_29,2603,1149,1149,0.003
Ger_39.To.Ger_50,AC,Ger_39,Ger_50,1866,1149,1149,0.003
Ger_42.To.Ger_12,AC,Ger_42,Ger_12,262322306238,1149,1149,0.003
Ger_42.To.Ger_45,AC,Ger_42,Ger_45,661,1149,1149,0.003
Ger_42.To.Ger_46,AC,Ger_42,Ger_46,1103,1149,1149,0.003
Ger_46.To.Ger_50,AC,Ger_46,Ger_50,695,1149,1149,0.003
Ger_48.To.Ger_147,AC,Ger_48,Ger_147,606,1149,1149,0.003
Ger_51.To.Ger_50,AC,Ger_51,Ger_50,2045,1149,1149,0.003
Ger_52.To.Ger_47,AC,Ger_52,Ger_47,419,1149,1149,0.003
Ger_53.To.Ger_47,AC,Ger_53,Ger_47,1091,1149,1149,0.003
Ger_54.To.Ger_12,AC,Ger_54,Ger_12,614,1149,1149,0.003
Ger_54.To.Ger_13,AC,Ger_54,Ger_13,698,1149,1149,0.003
Ger_54.To.Ger_55,AC,Ger_54,Ger_55,844,1149,1149,0.003
Ger_55.To.Ger_12,AC,Ger_55,Ger_12,33485396956,1149,1149,0.003
Ger_55.To.Ger_50,AC,Ger_55,Ger_50,138391891892,1149,1149,0.003
Ger_55.To.Ger_42,AC,Ger_55,Ger_42,2421,1149,1149,0.003
Ger_55.To.Ger_60,AC,Ger_55,Ger_60,438,1149,1149,0.003
Ger_56.To.Ger_37,AC,Ger_56,Ger_37,852,1149,1149,0.003
Ger_56.To.Ger_49,AC,Ger_56,Ger_49,546,1149,1149,0.003
Ger_56.To.Ger_50,AC,Ger_56,Ger_50,155,1149,1149,0.003
Ger_57.To.Ger_43,AC,Ger_57,Ger_43,7,1149,1149,0.003
Ger_58.To.Ger_16,AC,Ger_58,Ger_16,2484,1149,1149,0.003
Ger_58.To.Ger_27,AC,Ger_58,Ger_27,2963,1149,1149,0.003
Ger_58.To.Ger_38,AC,Ger_58,Ger_38,1219,1149,1149,0.003
Ger_58.To.Ger_80,AC,Ger_58,Ger_80,1884,1149,1149,0.003
Ger_58.To.Ger_179,AC,Ger_58,Ger_179,3268,1149,1149,0.003
Ger_59.To.Ger_61,AC,Ger_59,Ger_61,1069,1149,1149,0.003
Ger_61.To.Ger_47,AC,Ger_61,Ger_47,1223,1149,1149,0.003
Ger_62.To.Ger_50,AC,Ger_62,Ger_50,3292,1149,1149,0.003
Ger_63.To.Ger_55,AC,Ger_63,Ger_55,3882,1149,1149,0.003
Ger_63.To.Ger_60,AC,Ger_63,Ger_60,757,1149,1149,0.003
Ger_63.To.Ger_64,AC,Ger_63,Ger_64,2623,1149,1149,0.003
Ger_66.To.Ger_54,AC,Ger_66,Ger_54,1032,1149,1149,0.003
Ger_67.To.Ger_56,AC,Ger_67,Ger_56,955,1149,1149,0.003
Ger_68.To.Ger_57,AC,Ger_68,Ger_57,1509,1149,1149,0.003
Ger_69.To.Ger_211,AC,Ger_69,Ger_211,1264,1149,1149,0.003
Ger_70.To.Ger_61,AC,Ger_70,Ger_61,524,1149,1149,0.003
Ger_71.To.Ger_70,AC,Ger_71,Ger_70,437,1149,1149,0.003
Ger_72.To.Ger_67,AC,Ger_72,Ger_67,75,1149,1149,0.003
Ger_73.To.Ger_67,AC,Ger_73,Ger_67,531,1149,1149,0.003
Ger_74.To.Ger_68,AC,Ger_74,Ger_68,2415,1149,1149,0.003
Ger_74.To.Ger_71,AC,Ger_74,Ger_71,1257,1149,1149,0.003
Ger_74.To.Ger_97,AC,Ger_74,Ger_97,1917,1149,1149,0.003
Ger_75.To.Ger_63,AC,Ger_75,Ger_63,216,1149,1149,0.003
Ger_75.To.Ger_78,AC,Ger_75,Ger_78,1026,1149,1149,0.003
Ger_76.To.Cze_7,AC,Ger_76,Cze_7,5651,1149,1149,0.003
Ger_76.To.Ger_59,AC,Ger_76,Ger_59,1575,1149,1149,0.003
Ger_77.To.Ger_78,AC,Ger_77,Ger_78,104726890583,1149,1149,0.003
Ger_77.To.Ger_62,AC,Ger_77,Ger_62,3585,1149,1149,0.003
Ger_78.To.Ger_72,AC,Ger_78,Ger_72,442,1149,1149,0.003
Ger_78.To.Ger_79,AC,Ger_78,Ger_79,2192,1149,1149,0.003
Ger_79.To.Ger_72,AC,Ger_79,Ger_72,475,1149,1149,0.003
Ger_81.To.Ger_2,AC,Ger_81,Ger_2,1103,1149,1149,0.003
Ger_81.To.Ger_65,AC,Ger_81,Ger_65,5996,1149,1149,0.003
Ger_81.To.Ger_66,AC,Ger_81,Ger_66,1147,1149,1149,0.003
Ger_81.To.Ger_139,AC,Ger_81,Ger_139,1111,1149,1149,0.003
Ger_82.To.Ger_70,AC,Ger_82,Ger_70,944,1149,1149,0.003
Ger_83.To.Ger_81,AC,Ger_83,Ger_81,3824,1149,1149,0.003
Ger_84.To.Ger_79,AC,Ger_84,Ger_79,2296,1149,1149,0.003
Ger_84.To.Ger_92,AC,Ger_84,Ger_92,8197,1149,1149,0.003
Ger_85.To.Ger_96,AC,Ger_85,Ger_96,5981,1149,1149,0.003
Ger_86.To.Ger_95,AC,Ger_86,Ger_95,939828183213,1149,1149,0.003
Ger_86.To.Ger_63,AC,Ger_86,Ger_63,2702,1149,1149,0.003
Ger_86.To.Ger_75,AC,Ger_86,Ger_75,803,1149,1149,0.003
Ger_86.To.Ger_77,AC,Ger_86,Ger_77,1849,1149,1149,0.003
Ger_86.To.Ger_85,AC,Ger_86,Ger_85,11579,1149,1149,0.003
Ger_86.To.Ger_99,AC,Ger_86,Ger_99,2515,1149,1149,0.003
Ger_86.To.Ger_101,AC,Ger_86,Ger_101,888,1149,1149,0.003
Ger_87.To.Ger_58,AC,Ger_87,Ger_58,837,1149,1149,0.003
Ger_87.To.Ger_130,AC,Ger_87,Ger_130,47,1149,1149,0.003
Ger_88.To.Ger_70,AC,Ger_88,Ger_70,446,1149,1149,0.003
Ger_88.To.Ger_90,AC,Ger_88,Ger_90,4117,1149,1149,0.003
Ger_88.To.Ger_92,AC,Ger_88,Ger_92,3066,1149,1149,0.003
Ger_88.To.Ger_105,AC,Ger_88,Ger_105,5028,1149,1149,0.003
Ger_89.To.Ger_74,AC,Ger_89,Ger_74,1691,1149,1149,0.003
Ger_89.To.Ger_101,AC,Ger_89,Ger_101,3705,1149,1149,0.003
Ger_90.To.Ger_76,AC,Ger_90,Ger_76,743,1149,1149,0.003
Ger_90.To.Ger_102,AC,Ger_90,Ger_102,758,1149,1149,0.003
Ger_90.To.Ger_106,AC,Ger_90,Ger_106,2484,1149,1149,0.003
Ger_91.To.Ger_83,AC,Ger_91,Ger_83,1425,1149,1149,0.003
Ger_91.To.Ger_103,AC,Ger_91,Ger_103,5271,1149,1149,0.003
Ger_91.To.Lux_2,AC,Ger_91,Lux_2,2984,1149,1149,0.003
Ger_92.To.Ger_74,AC,Ger_92,Ger_74,1699,1149,1149,0.003
